date,username,text,case folding,tokenizing,filtering,stemmed,tweet_final
2/20/2023 4:28,NNdibiafra,You fight God s people and be saved God is is also keeping them busy in Turkey with Earthquakes ,you fight god s people and be saved god is is also keeping them busy in turkey with earthquakes ,"['you', 'fight', 'god', 's', 'people', 'and', 'be', 'saved', 'god', 'is', 'is', 'also', 'keeping', 'them', 'busy', 'in', 'turkey', 'with', 'earthquakes']","['fight', 'god', 'people', 'saved', 'god', 'also', 'keeping', 'busy', 'turkey', 'earthquakes']","['fight', 'god', 'peopl', 'save', 'god', 'also', 'keep', 'busi', 'turkey', 'earthquak']",fight god peopl save god also keep busi turkey earthquak
2/20/2023 4:28,Sambryanbuabeng,More than 46 400 people have died across Syria and Turkey since the earthquakes nearly two weeks ago officials said In the final days of search and rescue operations emergency workers have managed to extract a handful of people from the rubble alive ,more than 46 400 people have died across syria and turkey since the earthquakes nearly two weeks ago officials said in the final days of search and rescue operations emergency workers have managed to extract a handful of people from the rubble alive ,"['more', 'than', '46', '400', 'people', 'have', 'died', 'across', 'syria', 'and', 'turkey', 'since', 'the', 'earthquakes', 'nearly', 'two', 'weeks', 'ago', 'officials', 'said', 'in', 'the', 'final', 'days', 'of', 'search', 'and', 'rescue', 'operations', 'emergency', 'workers', 'have', 'managed', 'to', 'extract', 'a', 'handful', 'of', 'people', 'from', 'the', 'rubble', 'alive']","['46', '400', 'people', 'died', 'across', 'syria', 'turkey', 'since', 'earthquakes', 'nearly', 'two', 'weeks', 'ago', 'officials', 'said', 'final', 'days', 'search', 'rescue', 'operations', 'emergency', 'workers', 'managed', 'extract', 'handful', 'people', 'rubble', 'alive']","['46', '400', 'peopl', 'die', 'across', 'syria', 'turkey', 'sinc', 'earthquak', 'nearli', 'two', 'week', 'ago', 'offici', 'said', 'final', 'day', 'search', 'rescu', 'oper', 'emerg', 'worker', 'manag', 'extract', 'hand', 'peopl', 'rubbl', 'aliv']",46 400 peopl die across syria turkey sinc earthquak nearli two week ago offici said final day search rescu oper emerg worker manag extract hand peopl rubbl aliv
2/20/2023 4:28,Abdul248Abdul,Couple miraculously pulled from the Turkey earthquake rubble after 12 days ,couple miraculously pulled from the turkey earthquake rubble after 12 days ,"['couple', 'miraculously', 'pulled', 'from', 'the', 'turkey', 'earthquake', 'rubble', 'after', '12', 'days']","['couple', 'miraculously', 'pulled', 'turkey', 'earthquake', 'rubble', '12', 'days']","['coupl', 'miracul', 'pull', 'turkey', 'earthquak', 'rubbl', '12', 'day']",coupl miracul pull turkey earthquak rubbl 12 day
2/20/2023 4:28,HeideSintim,The remains of the Former Black Stars player Christian Atsu has finally arrived at the Kotoka International Airport in Ghana His remains was found twelve days by Turkish Authorities after the recent earthquake that occurred in Turkey ,the remains of the former black stars player christian atsu has finally arrived at the kotoka international airport in ghana his remains was found twelve days by turkish authorities after the recent earthquake that occurred in turkey ,"['the', 'remains', 'of', 'the', 'former', 'black', 'stars', 'player', 'christian', 'atsu', 'has', 'finally', 'arrived', 'at', 'the', 'kotoka', 'international', 'airport', 'in', 'ghana', 'his', 'remains', 'was', 'found', 'twelve', 'days', 'by', 'turkish', 'authorities', 'after', 'the', 'recent', 'earthquake', 'that', 'occurred', 'in', 'turkey']","['remains', 'former', 'black', 'stars', 'player', 'christian', 'atsu', 'finally', 'arrived', 'kotoka', 'international', 'airport', 'ghana', 'remains', 'found', 'twelve', 'days', 'turkish', 'authorities', 'recent', 'earthquake', 'occurred', 'turkey']","['remain', 'former', 'black', 'star', 'player', 'christian', 'atsu', 'final', 'arriv', 'kotoka', 'intern', 'airport', 'ghana', 'remain', 'found', 'twelv', 'day', 'turkish', 'author', 'recent', 'earthquak', 'occur', 'turkey']",remain former black star player christian atsu final arriv kotoka intern airport ghana remain found twelv day turkish author recent earthquak occur turkey
2/20/2023 4:29,SilvioMarinoSan,Senator Accuses WEF of Engineering Turkey Earthquake After Erdogan Upset Klaus Schwab News Punch ,senator accuses wef of engineering turkey earthquake after erdogan upset klaus schwab news punch ,"['senator', 'accuses', 'wef', 'of', 'engineering', 'turkey', 'earthquake', 'after', 'erdogan', 'upset', 'klaus', 'schwab', 'news', 'punch']","['senator', 'accuses', 'wef', 'engineering', 'turkey', 'earthquake', 'erdogan', 'upset', 'klaus', 'schwab', 'news', 'punch']","['senat', 'accus', 'wef', 'engin', 'turkey', 'earthquak', 'erdogan', 'upset', 'klau', 'schwab', 'news', 'punch']",senat accus wef engin turkey earthquak erdogan upset klau schwab news punch
2/20/2023 4:29,GabeZZOZZ,A break in the earth s crust in the Turkish province of Hatay Aftermath of the earthquake in Turkey ,a break in the earth s crust in the turkish province of hatay aftermath of the earthquake in turkey ,"['a', 'break', 'in', 'the', 'earth', 's', 'crust', 'in', 'the', 'turkish', 'province', 'of', 'hatay', 'aftermath', 'of', 'the', 'earthquake', 'in', 'turkey']","['break', 'earth', 'crust', 'turkish', 'province', 'hatay', 'aftermath', 'earthquake', 'turkey']","['break', 'earth', 'crust', 'turkish', 'provinc', 'hatay', 'aftermath', 'earthquak', 'turkey']",break earth crust turkish provinc hatay aftermath earthquak turkey
2/20/2023 4:29,tangerinukraine,Turkey earthquake survivors still being rescued as death toll passes 46 000 via ,turkey earthquake survivors still being rescued as death toll passes 46 000 via ,"['turkey', 'earthquake', 'survivors', 'still', 'being', 'rescued', 'as', 'death', 'toll', 'passes', '46', '000', 'via']","['turkey', 'earthquake', 'survivors', 'still', 'rescued', 'death', 'toll', 'passes', '46', '000', 'via']","['turkey', 'earthquak', 'survivor', 'still', 'rescu', 'death', 'toll', 'pass', '46', '000', 'via']",turkey earthquak survivor still rescu death toll pass 46 000 via
2/20/2023 4:30,ZAQSNews,Soccer star found dead and many still missing in Turkey earthquake rubble ,soccer star found dead and many still missing in turkey earthquake rubble ,"['soccer', 'star', 'found', 'dead', 'and', 'many', 'still', 'missing', 'in', 'turkey', 'earthquake', 'rubble']","['soccer', 'star', 'found', 'dead', 'many', 'still', 'missing', 'turkey', 'earthquake', 'rubble']","['soccer', 'star', 'found', 'dead', 'mani', 'still', 'miss', 'turkey', 'earthquak', 'rubbl']",soccer star found dead mani still miss turkey earthquak rubbl
2/20/2023 4:31,evelyn_Milliner,A great Man has Fallen A great footballer is gone is Mourning be strong ,a great man has fallen a great footballer is gone is mourning be strong ,"['a', 'great', 'man', 'has', 'fallen', 'a', 'great', 'footballer', 'is', 'gone', 'is', 'mourning', 'be', 'strong']","['great', 'man', 'fallen', 'great', 'footballer', 'gone', 'mourning', 'strong']","['great', 'man', 'fallen', 'great', 'footbal', 'gone', 'mourn', 'strong']",great man fallen great footbal gone mourn strong
2/20/2023 4:31,VoltPress,JUST IN Earthquake aftershock felt in Kahramanmaras amp Gaziantep in Turkey ,just in earthquake aftershock felt in kahramanmaras amp gaziantep in turkey ,"['just', 'in', 'earthquake', 'aftershock', 'felt', 'in', 'kahramanmaras', 'amp', 'gaziantep', 'in', 'turkey']","['earthquake', 'aftershock', 'felt', 'kahramanmaras', 'gaziantep', 'turkey']","['earthquak', 'aftershock', 'felt', 'kahramanmara', 'gaziantep', 'turkey']",earthquak aftershock felt kahramanmara gaziantep turkey
2/20/2023 4:32,EMSC, M4 1 strikes 24 km S of 2 min ago More info , m4 1 strikes 24 km s of 2 min ago more info ,"['m4', '1', 'strikes', '24', 'km', 's', 'of', '2', 'min', 'ago', 'more', 'info']","['m4', '1', 'strikes', '24', 'km', '2', 'min', 'ago', 'info']","['m4', '1', 'strike', '24', 'km', '2', 'min', 'ago', 'info']",m4 1 strike 24 km 2 min ago info
2/20/2023 4:32,dapakistantimes,Turkey ends earthquake defenses as Blanken pledges fresh US aid ,turkey ends earthquake defenses as blanken pledges fresh us aid ,"['turkey', 'ends', 'earthquake', 'defenses', 'as', 'blanken', 'pledges', 'fresh', 'us', 'aid']","['turkey', 'ends', 'earthquake', 'defenses', 'blanken', 'pledges', 'fresh', 'us', 'aid']","['turkey', 'end', 'earthquak', 'defens', 'blanken', 'pledg', 'fresh', 'us', 'aid']",turkey end earthquak defens blanken pledg fresh us aid
2/20/2023 4:33,ppjkis,Turkey earthquake Red balloons placed on rubble to honour child victims They should re release the single 99 red balloons with the proceeds going to victims from both countries ,turkey earthquake red balloons placed on rubble to honour child victims they should re release the single 99 red balloons with the proceeds going to victims from both countries ,"['turkey', 'earthquake', 'red', 'balloons', 'placed', 'on', 'rubble', 'to', 'honour', 'child', 'victims', 'they', 'should', 're', 'release', 'the', 'single', '99', 'red', 'balloons', 'with', 'the', 'proceeds', 'going', 'to', 'victims', 'from', 'both', 'countries']","['turkey', 'earthquake', 'red', 'balloons', 'placed', 'rubble', 'honour', 'child', 'victims', 'release', 'single', '99', 'red', 'balloons', 'proceeds', 'going', 'victims', 'countries']","['turkey', 'earthquak', 'red', 'balloon', 'place', 'rubbl', 'honour', 'child', 'victim', 'releas', 'singl', '99', 'red', 'balloon', 'proce', 'go', 'victim', 'countri']",turkey earthquak red balloon place rubbl honour child victim releas singl 99 red balloon proce go victim countri
2/20/2023 4:34,Artemisvision_,We at Artemis Vision express our sincere condolences and deepest sympathy to Syria and Turkey over the loss of thousands of innocent lives and large scale destructions wrought by the ruthless earthquake ,we at artemis vision express our sincere condolences and deepest sympathy to syria and turkey over the loss of thousands of innocent lives and large scale destructions wrought by the ruthless earthquake ,"['we', 'at', 'artemis', 'vision', 'express', 'our', 'sincere', 'condolences', 'and', 'deepest', 'sympathy', 'to', 'syria', 'and', 'turkey', 'over', 'the', 'loss', 'of', 'thousands', 'of', 'innocent', 'lives', 'and', 'large', 'scale', 'destructions', 'wrought', 'by', 'the', 'ruthless', 'earthquake']","['artemis', 'vision', 'express', 'sincere', 'condolences', 'deepest', 'sympathy', 'syria', 'turkey', 'loss', 'thousands', 'innocent', 'lives', 'large', 'scale', 'destructions', 'wrought', 'ruthless', 'earthquake']","['artemi', 'vision', 'express', 'sincer', 'condol', 'deepest', 'sympathi', 'syria', 'turkey', 'loss', 'thousand', 'innoc', 'live', 'larg', 'scale', 'destruct', 'wrought', 'ruthless', 'earthquak']",artemi vision express sincer condol deepest sympathi syria turkey loss thousand innoc live larg scale destruct wrought ruthless earthquak
2/20/2023 4:34,markduffymayo,Hi could you help a Turkish man who has led large scale fundraising efforts in Ballina to help assist the earthquake relief efforts in Turkey amp Syria He s travelling to on Mar 7th with non perishable goods and can bring more if he was given some additional allowance ,hi could you help a turkish man who has led large scale fundraising efforts in ballina to help assist the earthquake relief efforts in turkey amp syria he s travelling to on mar 7th with non perishable goods and can bring more if he was given some additional allowance ,"['hi', 'could', 'you', 'help', 'a', 'turkish', 'man', 'who', 'has', 'led', 'large', 'scale', 'fundraising', 'efforts', 'in', 'ballina', 'to', 'help', 'assist', 'the', 'earthquake', 'relief', 'efforts', 'in', 'turkey', 'amp', 'syria', 'he', 's', 'travelling', 'to', 'on', 'mar', '7th', 'with', 'non', 'perishable', 'goods', 'and', 'can', 'bring', 'more', 'if', 'he', 'was', 'given', 'some', 'additional', 'allowance']","['hi', 'could', 'help', 'turkish', 'man', 'led', 'large', 'scale', 'fundraising', 'efforts', 'ballina', 'help', 'assist', 'earthquake', 'relief', 'efforts', 'turkey', 'syria', 'travelling', 'mar', '7th', 'non', 'perishable', 'goods', 'bring', 'given', 'additional', 'allowance']","['hi', 'could', 'help', 'turkish', 'man', 'led', 'larg', 'scale', 'fundrais', 'effort', 'ballina', 'help', 'assist', 'earthquak', 'relief', 'effort', 'turkey', 'syria', 'travel', 'mar', '7th', 'non', 'perish', 'good', 'bring', 'given', 'addit', 'allow']",hi could help turkish man led larg scale fundrais effort ballina help assist earthquak relief effort turkey syria travel mar 7th non perish good bring given addit allow
2/20/2023 4:35,IMReadyPH,Earthquake death toll in Turkey and Syria passes 46 000 desperation for signs of life grows ,earthquake death toll in turkey and syria passes 46 000 desperation for signs of life grows ,"['earthquake', 'death', 'toll', 'in', 'turkey', 'and', 'syria', 'passes', '46', '000', 'desperation', 'for', 'signs', 'of', 'life', 'grows']","['earthquake', 'death', 'toll', 'turkey', 'syria', 'passes', '46', '000', 'desperation', 'signs', 'life', 'grows']","['earthquak', 'death', 'toll', 'turkey', 'syria', 'pass', '46', '000', 'desper', 'sign', 'life', 'grow']",earthquak death toll turkey syria pass 46 000 desper sign life grow
2/20/2023 4:35,trajaykay,The first group of Ukrainian rescuers returned from Turkey For more than a week our emergency workers helped Turkish colleagues to search for people under the rubble and eliminate the consequences of earthquakes Welcome home guys ,the first group of ukrainian rescuers returned from turkey for more than a week our emergency workers helped turkish colleagues to search for people under the rubble and eliminate the consequences of earthquakes welcome home guys ,"['the', 'first', 'group', 'of', 'ukrainian', 'rescuers', 'returned', 'from', 'turkey', 'for', 'more', 'than', 'a', 'week', 'our', 'emergency', 'workers', 'helped', 'turkish', 'colleagues', 'to', 'search', 'for', 'people', 'under', 'the', 'rubble', 'and', 'eliminate', 'the', 'consequences', 'of', 'earthquakes', 'welcome', 'home', 'guys']","['first', 'group', 'ukrainian', 'rescuers', 'returned', 'turkey', 'week', 'emergency', 'workers', 'helped', 'turkish', 'colleagues', 'search', 'people', 'rubble', 'eliminate', 'consequences', 'earthquakes', 'welcome', 'home', 'guys']","['first', 'group', 'ukrainian', 'rescuer', 'return', 'turkey', 'week', 'emerg', 'worker', 'help', 'turkish', 'colleagu', 'search', 'peopl', 'rubbl', 'elimin', 'consequ', 'earthquak', 'welcom', 'home', 'guy']",first group ukrainian rescuer return turkey week emerg worker help turkish colleagu search peopl rubbl elimin consequ earthquak welcom home guy
2/20/2023 4:36,voteblue8888,Turkey Earthquake How Corruption and Misrule Made It Deadlier Turkish President Recep Tayyip Erdogan hollowed out state institutions placed loyalists in key positions and enriched his cronies paving the way for this tragedy ,turkey earthquake how corruption and misrule made it deadlier turkish president recep tayyip erdogan hollowed out state institutions placed loyalists in key positions and enriched his cronies paving the way for this tragedy ,"['turkey', 'earthquake', 'how', 'corruption', 'and', 'misrule', 'made', 'it', 'deadlier', 'turkish', 'president', 'recep', 'tayyip', 'erdogan', 'hollowed', 'out', 'state', 'institutions', 'placed', 'loyalists', 'in', 'key', 'positions', 'and', 'enriched', 'his', 'cronies', 'paving', 'the', 'way', 'for', 'this', 'tragedy']","['turkey', 'earthquake', 'corruption', 'misrule', 'made', 'deadlier', 'turkish', 'president', 'recep', 'tayyip', 'erdogan', 'hollowed', 'state', 'institutions', 'placed', 'loyalists', 'key', 'positions', 'enriched', 'cronies', 'paving', 'way', 'tragedy']","['turkey', 'earthquak', 'corrupt', 'misrul', 'made', 'deadlier', 'turkish', 'presid', 'recep', 'tayyip', 'erdogan', 'hollow', 'state', 'institut', 'place', 'loyalist', 'key', 'posit', 'enrich', 'croni', 'pave', 'way', 'tragedi']",turkey earthquak corrupt misrul made deadlier turkish presid recep tayyip erdogan hollow state institut place loyalist key posit enrich croni pave way tragedi
2/20/2023 4:38,go2newshub,Turkey halts most rescue efforts for earthquake survivors CNN ,turkey halts most rescue efforts for earthquake survivors cnn ,"['turkey', 'halts', 'most', 'rescue', 'efforts', 'for', 'earthquake', 'survivors', 'cnn']","['turkey', 'halts', 'rescue', 'efforts', 'earthquake', 'survivors', 'cnn']","['turkey', 'halt', 'rescu', 'effort', 'earthquak', 'survivor', 'cnn']",turkey halt rescu effort earthquak survivor cnn
